Parameter,Value
G,6.674e-11
TimeStep,3600.0
TotalSimTime_Predefined,5184000.0
Integrator,rk4
CollisionModel,ignore
SimulationMode,pre_defined

Earth_ID,0
Earth_Mass,5.972e+24
Earth_InitialPosX,-4672203.365158763
Earth_InitialPosY,0.0
Earth_InitialPosZ,0.0
Earth_InitialVelX,0.0
Earth_InitialVelY,12.45246027415669
Earth_InitialVelZ,0.0
Earth_Radius,6372255.736961294
Earth_Color,#1E90FF
Moon_ID,1
Moon_Mass,7.348e+22
Moon_InitialPosX,379727796.63484126
Moon_InitialPosY,0.0
Moon_InitialPosZ,0.0
Moon_InitialVelX,0.0
Moon_InitialVelY,-1012.0589651233502
Moon_InitialVelZ,0.0
Moon_Radius,1471102.656837848
Moon_Color,#D3D3D3

Time,Earth_Px,Earth_Py,Earth_Pz,Earth_Vx,Earth_Vy,Earth_Vz,Moon_Px,Moon_Py,Moon_Pz,Moon_Vx,Moon_Vy,Moon_Vz
4726800.0,-4413508.990724371,20673.074093428033,0.0,0.053910010612783665,12.434623801513595,0.0,381095074.46073955,-1638567.3954997133,0.0,-4.350744801142726,-1010.5889598176235,0.0
4730400.0,-4413101.093767379,65436.791210909636,0.0,0.17269942174956954,12.434105631384307,0.0,381062034.0987086,-5276558.189084517,0.0,-14.004876671020313,-1010.5018520511236,0.0
4734000.0,-4412265.573552197,110196.60028954863,0.0,0.29147846541837624,12.43245266871096,0.0,380994240.8912127,-8914069.38858199,0.0,-23.657736115347628,-1010.3225206333872,0.0
4737600.0,-4411002.48691459,154948.4163449441,0.0,0.4102363011255762,12.42966506301334,0.0,380891701.00479186,-12550769.01561794,0.0,-33.30844215434087,-1010.0509818224713,0.0
4741200.0,-4409311.929712777,199688.1551173716,0.0,0.528962090228204,12.425743067369819,0.0,380754423.77719593,-16186325.165496152,0.0,-42.95611399785234,-1009.6872602922515,0.0
4744800.0,-4407194.03681898,244411.73344455782,0.0,0.6476449969233175,12.420687038397116,0.0,380582421.71655715,-19820406.03749192,0.0,-52.59987112577197,-1009.231389130403,0.0
4748400.0,-4404648.982107426,289115.0696343651,0.0,0.7662741892371736,12.414497436220623,0.0,380375710.50027305,-23452679.96513695,0.0,-62.238833368410035,-1008.6834098356136,0.0
4752000.0,-4401676.978438775,333794.08383735234,0.0,0.8848388400141275,12.407174824435264,0.0,380134308.97360057,-27082815.446492814,0.0,-71.87212098685391,-1008.0433723140277,0.0
4755600.0,-4398278.277641,378444.6984191779,0.0,1.0033281279051642,12.39871987005691,0.0,379858239.1479605,-30710481.174410257,0.0,-81.49885475329141,-1007.3113348749238,0.0
4759200.0,-4394453.170486705,423062.83833281056,0.0,1.121731238355974,12.38913334346434,0.0,379547526.19895303,-34335346.06677154,0.0,-91.11815603129337,-1006.4873642256225,0.0
4762800.0,-4390201.986666885,467644.4314905144,0.0,1.24003736459448,12.378416118331767,0.0,379202198.46408445,-37957079.296713054,0.0,-100.7291468560481,-1005.5715354656287,0.0
4766400.0,-4385525.094761132,512185.40913557424,0.0,1.358235708617727,12.366569171551909,0.0,378822287.44020474,-41575350.32282552,0.0,-110.33095001454058,-1004.5639320800054,0.0
4770000.0,-4380422.902204295,556681.7062137265,0.0,1.4763154821780435,12.353593583149639,0.0,378407827.7806571,-45189828.91932889,0.0,-119.92268912566864,-1003.4646459319821,0.0
4773600.0,-4374895.855249582,601129.2617442631,0.0,1.5942659077683834,12.339490536186204,0.0,377958857.29213893,-48800185.2062193,0.0,-129.50348872028923,-1002.2737772547964,0.0
4777200.0,-4368944.438928127,645524.0191907726,0.0,1.7120762196067596,12.324261316654018,0.0,377475416.9312747,-52406089.67938526,0.0,-139.07247432118712,-1000.9914346427707,0.0
4780800.0,-4362569.177005009,689861.9268314859,0.0,1.8297356646196787,12.307907313362042,0.0,376957550.80090123,-56007213.24069035,0.0,-148.62877252295888,-999.6177350416242,0.0
4784400.0,-4355770.631931728,734138.9381291937,0.0,1.9472335034244859,12.290430017811763,0.0,376405306.14606553,-59603227.22801967,0.0,-158.1715110718048,-998.1528037380207,0.0
4788000.0,-4348549.404795159,778351.0121006983,0.0,2.0645590113105308,12.27183102406378,0.0,375818733.3497356,-63193803.44528725,0.0,-167.69981894522124,-996.5967743483533,0.0
4791600.0,-4340906.135262962,822494.1136857698,0.0,2.1817014792190634,12.252112028594995,0.0,375197885.92822444,-66778614.19240178,0.0,-177.21282643158648,-994.9497888067673,0.0
4795200.0,-4332841.501525482,866564.2141155713,0.0,2.298650214721771,12.231274830146454,0.0,374542820.5263277,-70357332.29518779,0.0,-186.70966520963225,-993.2119973524216,0.0
4798800.0,-4324356.220234112,910557.2912805185,0.0,2.415394542997865,12.209321329561797,0.0,373853596.9121758,-73929631.13525961,0.0,-196.18946842779417,-991.3835585159896,0.0
4802400.0,-4315451.046436155,954469.3300975419,0.0,2.5319238078096307,12.18625352961639,0.0,373130277.9717999,-77495184.67984545,0.0,-205.65137078343338,-989.4646391054017,0.0
4806000.0,-4306126.773506173,998296.3228767164,0.0,2.6482273724763465,12.162073534837104,0.0,372372929.7034139,-81053667.51155864,0.0,-215.09450860192234,-987.455414190829,0.0
4809600.0,-4296384.233073826,1042034.2696872257,0.0,2.764294620846486,12.136783551312785,0.0,371581621.2114111,-84604754.85811356,0.0,-224.51801991558753,-985.3560670889109,0.0
4813200.0,-4286224.294948227,1085679.1787226277,0.0,2.8801149582681096,12.110385886495424,0.0,370756424.7000774,-88148122.62198342,0.0,-233.92104454250148,-983.1667893462277,0.0
4816800.0,-4275647.867038795,1129227.066665387,0.0,2.995677812557366,12.082882948992031,0.0,369897415.46702105,-91683447.40999715,0.0,-243.30272416511733,-980.8877807220183,0.0
4820400.0,-4264655.895272633,1172673.9590506419,0.0,3.110972634965,12.054277248347253,0.0,369004671.89631957,-95210406.56287272,0.0,-252.66220240873838,-978.519249170146,0.0
4824000.0,-4253249.363508427,1216015.8906291719,0.0,3.2259889011407896,12.024571394816734,0.0,368078275.4513844,-98728678.18468422,0.0,-261.9986249198154,-976.0614108203132,0.0
4827600.0,-4241429.293446875,1259248.9057295325,0.0,3.3407161120958193,11.993768099131248,0.0,367118310.6675444,-102237941.1722599,0.0,-271.3111394440648,-973.5144899585267,0.0
4831200.0,-4229196.744537665,1302369.058619325,0.0,3.455143795162499,11.961870172251624,0.0,366124865.1443478,-105737875.24450862,0.0,-280.5988959043999,-970.8787190068153,0.0
4834800.0,-4216552.813882983,1345372.413865567,0.0,3.5692615049522436,11.928880525114474,0.0,365098029.5375844,-109228160.9716719,0.0,-289.8610464786688,-968.1543385022014,0.0
4838400.0,-4203498.636137603,1388255.0466941306,0.0,3.6830588243107227,11.894802168368763,0.0,364037897.55102843,-112708479.80449887,0.0,-299.0967456771911,-965.3415970749286,0.0
4842000.0,-4190035.383405516,1431013.0433482172,0.0,3.7965253652705937,11.859638212103228,0.0,362944565.92790204,-116178514.10334162,0.0,-308.30515042008665,-962.4407514259465,0.0
4845600.0,-4176164.2651331546,1473642.5014458322,0.0,3.909650770001628,11.823391865564675,0.0,361818134.4420614,-119637947.1671681,0.0,-317.485420114389,-959.4520663036558,0.0
4849200.0,-4161886.5279991915,1516139.5303362324,0.0,4.022424711758147,11.786066436867184,0.0,360658705.88890535,-123086463.2624899,0.0,-326.63671673093677,-956.3758144799148,0.0
4852800.0,-4147203.4558009347,1558500.2514553068,0.0,4.134836895823673,11.74766533269224,0.0,359466386.0760073,-126523747.65220252,0.0,-335.7582048810353,-953.2122767253094,0.0
4856400.0,-4132116.3693373273,1600720.7986798645,0.0,4.246877060452721,11.708192057979812,0.0,358241283.81347233,-129949486.62433505,0.0,-344.84905189288185,-949.9617417836894,0.0
4860000.0,-4116626.6262885616,1642797.3186807923,0.0,4.358534977809625,11.66765021561043,0.0,356983510.904019,-133363367.52070709,0.0,-353.90842788774756,-946.6245063459725,0.0
4863600.0,-4100735.6210923204,1684725.9712750528,0.0,4.469800454904332,11.626043506078249,0.0,355693182.13278747,-136765078.76548985,0.0,-362.9355058559084,-943.2008750232193,0.0
4867200.0,-4084444.7848166525,1726502.9297764879,0.0,4.580663334525063,11.583375727155172,0.0,354370415.256875,-140154309.8936692,0.0,-371.92946173231866,-939.6911603189806,0.0
4870800.0,-4067755.5850294996,1768124.3813453994,0.0,4.691113496167762,11.539650773546018,0.0,353015330.9945989,-143530751.57940766,0.0,-380.8894744720198,-936.0956826009199,0.0
4874400.0,-4050669.52566488,1809586.5273368699,0.0,4.801140856962242,11.494872636534813,0.0,351628053.01448953,-146894095.66430315,0.0,-389.8147261252778,-932.4147700717139,0.0
4878000.0,-4033188.146885746,1850885.5836477955,0.0,4.910735372594951,11.449045403622184,0.0,350208707.9240119,-150244035.1855415,0.0,-398.70440191244165,-928.6487587392329,0.0
4881600.0,-4015313.024943527,1892017.7810625974,0.0,5.019887038228261,11.402173258153935,0.0,348757425.2580196,-153580264.40394044,0.0,-407.5576902985169,-924.7979923860045,0.0
4885200.0,-3997045.772034364,1932979.3655975796,0.0,5.128585889416202,11.354260478940796,0.0,347274337.46694016,-156902478.83188224,0.0,-416.373783067446,-920.8628225379623,0.0
4888800.0,-3978388.0361520615,1973766.5988439026,0.0,5.236822003016556,11.30531143986942,0.0,345759579.9046933,-160210375.26113278,0.0,-425.1518753960903,-916.8436084324837,0.0
4892400.0,-3959341.5009377585,2014375.758309141,0.0,5.344585498099224,11.255330609504625,0.0,344213290.81634414,-163503651.79054406,0.0,-433.8911659279051,-912.7407169857183,0.0
4896000.0,-3939907.885526334,2054803.1377573933,0.0,5.451866536850783,11.204322550682939,0.0,342635611.3254911,-166782007.85363796,0.0,-442.59085684630224,-908.5545227592104,0.0
4899600.0,-3920088.9443895686,2095045.0475479125,0.0,5.558655325475154,11.152291920097477,0.0,341026685.42139035,-170045144.24606845,0.0,-451.25015394769264,-904.2854079258187,0.0
4903200.0,-3899886.467176067,2135097.8149722274,0.0,5.664942115090281,11.09924346787419,0.0,339386659.9458184,-173292763.15295997,0.0,-459.86826671420255,-899.9337622349365,0.0
4906800.0,-3879302.2785479603,2174957.7845897228,0.0,5.770717202620761,11.045182037139517,0.0,337715684.5796729,-176524568.17611933,0.0,-468.44440838605624,-895.499982977014,0.0
4910400.0,-3858338.2380144033,2214621.3185616476,0.0,5.875970931686325,10.990112563579483,0.0,336013911.82931346,-179740264.36111856,0.0,-476.97779603361874,-890.9844749473882,0.0
4914000.0,-3836996.2397618806,2254084.7969835196,0.0,5.980693693486094,10.934040074990287,0.0,334281497.0126445,-182939558.22424638,0.0,-485.46765062909213,-886.3876504094213,0.0
4917600.0,-3815278.2124813357,2293344.618215899,0.0,6.084875927678526,10.876969690820411,0.0,332518598.2449399,-186122157.77932575,0.0,-493.91319711785803,-881.7099290569525,0.0
4921200.0,-3793186.1191921434,2332397.199213497,0.0,6.188508123256976,10.818906621704297,0.0,330725376.42441154,-189287772.56439486,0.0,-502.3136644894605,-876.9517379760662,0.0
4924800.0,-3770721.957062934,2371238.97585259,0.0,6.29158081942078,10.75985616898763,0.0,328901995.21752316,-192436113.66824946,0.0,-510.668285848222,-872.1135116061789,0.0
4928400.0,-3747887.757229293,2409866.403256712,0.0,6.394084606441791,10.699823724244276,0.0,327048621.0440507,-195566893.7568438,0.0,-518.9762984834865,-867.1956917004509,0.0
4932000.0,-3724685.58460835,2448275.9561205907,0.0,6.496010126526282,10.638814768784906,0.0,325165423.0618903,-198679827.09954777,0.0,-527.2369439394826,-862.1987272855226,0.0
4935600.0,-3701117.537710268,2486464.129032301,0.0,6.597348074672131,10.57683487315737,0.0,323252573.1516156,-201774629.59525803,0.0,-535.4494680848006,-857.1230746205831,0.0
4939200.0,-3677185.748446664,2524427.436793604,0.0,6.698089199521219,10.513889696638843,0.0,321310245.9007855,-204851018.7983604,0.0,-543.6131211814775,-851.9691971557712,0.0
4942800.0,-3652892.381935961,2562162.414738445,0.0,6.798224304206952,10.449984986719805,0.0,319338618.58800393,-207908713.9445415,0.0,-551.7271579536812,-846.7375654899154,0.0
4946400.0,-3628239.6363057047,2599665.619049577,0.0,6.897744247196838,10.385126578579891,0.0,317337871.16673326,-210947435.976447,0.0,-559.7908376559914,-841.4286573276141,0.0
4950000.0,-3603229.742491852,2636933.6270732842,0.0,6.996639943130025,10.319320394555675,0.0,315308186.2488626,-213966907.56918392,0.0,-567.8034241412669,-836.0429574356629,0.0
4953600.0,-3577864.964035054,2673963.037632175,0.0,7.094902363649736,10.252572443600407,0.0,313249749.0880323,-216966853.15566546,0.0,-575.7641859280959,-830.5809575988292,0.0
4957200.0,-3552147.596873954,2710750.471336013,0.0,7.192522538230527,10.184888820735786,0.0,311162747.56271666,-219946998.9517949,0.0,-583.672396267821,-825.0431565749822,0.0
4960800.0,-3526079.969135513,2747292.570890566,0.0,7.289491555000266,10.116275706495793,0.0,309047372.1590659,-222907072.9814871,0.0,-591.5273332111341,-819.4300600495786,0.0
4964400.0,-3499664.44092239,2783586.001404431,0.0,7.385800561556787,10.046739366362642,0.0,306903815.95350945,-225846805.1015249,0.0,-599.328279674234,-813.742180589511,0.0
4968000.0,-3472903.404097388,2819627.4506938225,0.0,7.4814407657791255,9.976286150194905,0.0,304732274.59512156,-228765927.02624828,0.0,-607.0745235045409,-807.980037596321,0.0
4971600.0,-3445799.2820649925,2855413.62958528,0.0,7.576403436633257,9.904922491647861,0.0,302532946.2877514,-231664172.352074,0.0,-614.7653575459624,-802.1441572587833,0.0
4975200.0,-3418354.5295500173,2890941.2722162823,0.0,7.670679904972278,9.832654907586106,0.0,300306031.7719188,-234541276.5818432,0.0,-622.4000797037029,-796.2350725048626,0.0
4978800.0,-3390571.632373382,2926207.1363337277,0.0,7.764261564330945,9.75948999748851,0.0,298051734.3064777,-237396977.14899516,0.0,-629.9779930086129,-790.2533229530511,0.0
4982400.0,-3362453.107225036,2961208.0035902625,0.0,7.85713987171449,9.68543444284554,0.0,295770259.65004885,-240231013.44156474,0.0,-637.49840568107,-784.1994548630867,0.0
4986000.0,-3334001.5014340575,2995940.6798384218,0.0,7.949306348381661,9.610495006549032,0.0,293461816.0422228,-243043126.8260011,0.0,-644.9606311943875,-778.0740210860602,0.0
4989600.0,-3305219.3927359413,3030401.9954225654,0.0,8.04075258062189,9.534678532274437,0.0,291126614.18453634,-245833060.67080596,0.0,-652.3639883377424,-771.8775810139143,0.0
4993200.0,-3276109.3890370987,3064588.805468572,0.0,8.13147022052653,9.45799194385564,0.0,288764867.22122264,-248600560.36998877,0.0,-659.7078012786196,-765.6107005283391,0.0
4996800.0,-3246674.128176595,3098497.99017127,0.0,8.221450986754094,9.380442244652361,0.0,286376790.7197377,-251345373.36633697,0.0,-666.9913996247647,-759.2739519490681,0.0
5000400.0,-3216916.2776851407,3132126.4550795807,0.0,8.310686665289396,9.30203651691023,0.0,283962602.65106475,-254067249.17449898,0.0,-674.214118485639,-752.8679139815814,0.0
5004000.0,-3186838.53454136,3165471.1313793417,0.0,8.399169110196562,9.222781921113581,0.0,281522523.36979806,-256765939.40387782,0.0,-681.3752985333741,-746.393171664219,0.0
5007600.0,-3156443.624925364,3198528.976173788,0.0,8.48689024436582,9.142685695331028,0.0,279056775.5940085,-259441197.78133342,0.0,-688.4742860632163,-739.8503163147097,0.0
5011200.0,-3125734.3039696394,3231296.9727616645,0.0,8.57384206025399,9.061755154553873,0.0,276565584.3848922,-262092780.17369118,0.0,-695.5104330534576,-733.2399454761205,0.0
5014800.0,-3094713.3555072923,3263772.1309129456,0.0,8.660016620618618,8.979997690027426,0.0,274049177.1262046,-264720444.61005515,0.0,-702.4830972248485,-726.562662862231,0.0
5018400.0,-3063383.5918176523,3295951.4871421307,0.0,8.745406059245699,8.897420768575275,0.0,271507783.50348127,-267323951.3039233,0.0,-709.3916420994835,-719.8190783023392,0.0
5022000.0,-3031747.8533692732,3327832.1049790997,0.0,8.830002581670879,8.814031931916583,0.0,268941635.483048,-269903062.6751033,0.0,-716.2354370591584,-713.0098076855016,0.0
5025600.0,-2999809.008560347,3359411.0752374944,0.0,8.913798465894113,8.729838795976473,0.0,266350967.29082173,-272457543.3714264,0.0,-723.0138574031895,-706.1354729042141,0.0
5029200.0,-2967569.9534565583,3390685.5162806064,0.0,8.996786063087686,8.644849050189558,0.0,263736015.39090398,-274987160.29025745,0.0,-729.7262844056928,-699.1967017975392,0.0
5032800.0,-2935033.6115264026,3421652.5742847463,0.0,9.078957798297544,8.559070456796682,0.0,261097018.46396947,-277491682.59979963,0.0,-736.372105372316,-692.1941280936829,0.0
5036400.0,-2902202.933373989,3452309.423500067,0.0,9.16030617113785,8.472510850134944,0.0,258434217.38545126,-279970881.76019096,0.0,-742.9507136964178,-685.1283913520293,0.0
5040000.0,-2869080.8964693584,3482653.2665088214,0.0,9.240823756478727,8.385178135921054,0.0,255747855.2035247,-282424531.5443915,0.0,-749.4615089146904,-678.0001369046349,0.0
5043600.0,-2835670.5048763347,3512681.3344810265,0.0,9.320503205127102,8.297080290528108,0.0,253038177.11689216,-284852408.0588589,0.0,-755.9038967622196,-670.8100157971911,0.0
5047200.0,-2801974.788977941,3542390.887427513,0.0,9.399337244500595,8.208225360255822,0.0,250305430.45237058,-287254289.7640101,0.0,-762.2772892269762,-663.5586847294582,0.0
5050800.0,-2767996.8051993996,3571779.214450336,0.0,9.477318679294397,8.118621460594323,0.0,247549864.6422838,-289629957.4944684,0.0,-768.5811046037356,-656.2468059951773,0.0
5054400.0,-2733739.6357287457,3600843.633990524,0.0,9.554440392141053,8.028276775481531,0.0,244771731.20166194,-291979194.4790927,0.0,-774.8147675474187,-648.8750474214655,0.0
5058000.0,-2699206.3882350777,3629581.4940731423,0.0,9.630695344263117,7.937199556554239,0.0,241971283.70524973,-294301786.36078775,0.0,-780.97770912585,-641.4440823076998,0.0
5061600.0,-2664400.195584472,3657990.172549651,0.0,9.706076576118592,7.845398122392912,0.0,239148777.76432595,-296597521.2160935,0.0,-787.069366871928,-633.954589363895,0.0
5065200.0,-2629324.215553585,3686067.07733753,0.0,9.78057720803911,7.752880857760323,0.0,236304471.00333613,-298866189.5745517,0.0,-793.0891848352028,-626.4072526485828,0.0
5068800.0,-2593981.6305409754,3713809.646657155,0.0,9.854190440860789,7.659656212834064,0.0,233438623.0363407,-301107584.4378482,0.0,-799.0366136328558,-618.8027615061951,0.0
5072400.0,-2558375.647276162,3741215.3492658976,0.0,9.926909556547699,7.565732702433009,0.0,230551495.4432807,-303321501.2987285,0.0,-804.9111105000775,-611.1418105039603,0.0
5076000.0,-2522509.4965264583,3768281.684689433,0.0,9.998727918807893,7.471118905237814,0.0,227643351.74606302,-305507738.1596857,0.0,-810.7121393398371,-603.4250993683158,0.0
5079600.0,-2486386.432801595,3795006.1834502257,0.0,10.069638973701936,7.3758234630055055,0.0,224714457.38446796,-307666095.5514182,0.0,-816.4391707720416,-595.653332920845,0.0
5083200.0,-2450009.7340561715,3821386.4072931823,0.0,10.139636250243877,7.279855079778244,0.0,221765079.6918805,-309796376.55105656,0.0,-822.0916821820776,-587.8272210137415,0.0
5086800.0,-2413382.701389955,3847419.9494084427,0.0,10.208713360994595,7.183222521086331,0.0,218795487.87084824,-311898386.8001566,0.0,-827.6691577687324,-579.9474784648105,0.0
5090400.0,-2376508.6587460567,3873104.434651293,0.0,10.276864002647505,7.0859346131455325,0.0,215805952.9684678,-313971934.522458,0.0,-833.1710885914891,-572.01482499201,0.0
5094000.0,-2339390.952607015,3898437.519759177,0.0,10.3440819566065,6.988000242048793,0.0,212796747.8516021,-316016830.5414063,0.0,-838.5969726171927,-564.0299851475388,0.0
5097600.0,-2302032.951688812,3923416.893565792,0.0,10.41036108955615,6.889428352952418,0.0,209768147.1819309,-318032888.2974368,0.0,-843.946314766081,-555.993688251479,0.0
5101200.0,-2264438.0466328496,3948040.2772122384,0.0,10.47569535402404,6.790227949256794,0.0,206720427.3908366,-320019923.86501896,0.0,-849.218626957177,-547.9066683249966,0.0
5104800.0,-2226609.649695917,3972305.4243552173,0.0,10.54007878893525,6.690408091781725,0.0,203653866.6541279,-321977755.9694594,0.0,-854.413428153039,-539.7696640231078,0.0
5108400.0,-2188551.194438176,3996210.121372245,0.0,10.603505520158869,6.589977897936466,0.0,200568744.86660355,-323906206.003462,0.0,-859.5302444038626,-531.5834185670176,0.0
